Farm_ID,Crop_Type,Farm_Area(ha),Irrigation_Type,Water_Usage(m³),Fertilizer_Used(kg/ha),Pesticide_Used(kg/ha),Soil_Type,Season,Climate_Zone,Rainfall(mm),Temperature(°C),Yield(tons/ha),Profit(€)
447,Arroz,17.98,Goteo,1443.4,309.9,13.6,Arenoso,Primavera,Tropical,1165.4,29.0,24.12,95396.6
448,Maíz,199.38,Lluvia,489.2,335.6,24.8,Arcilloso,Verano,Templado,674.6,21.6,1.23,44293.09
449,Maíz,100.94,Secano,519.7,409.1,14.2,Volcánico,Otoño,Tropical,857.7,29.8,3.98,72384.44
450,Arroz,119.48,Goteo,4481.5,228.2,6.7,Franco,Verano,Tropical,82.1,23.9,11.91,313124.36
451,Parchita,14.35,Goteo,1040.1,461.8,31.5,Arcilloso,Verano,Mediterráneo,501.2,28.5,95.4,684496.74
452,Arroz,150.24,Lluvia,1684.5,289.9,2.7,Volcánico,Primavera,Mediterráneo,139.6,23.0,4.64,153520.01
453,Maíz,42.77,Lluvia,1210.6,121.1,37.4,Franco,Otoño,Tropical,735.4,17.4,6.66,51264.3
454,Maíz,179.71,Aspersión,1839.5,363.2,15.9,Arcilloso,Invierno,Tropical,1126.2,33.7,6.1,197202.61
455,Café,41.82,Secano,440.2,407.0,0.0,Volcánico,Verano,Árido,794.1,21.2,1.66,152684.38
456,Algodón,38.95,Secano,2643.4,192.5,25.6,Arenoso,Verano,Mediterráneo,92.2,23.2,3.38,19722.56
457,Trigo,8.27,Lluvia,431.3,435.7,2.3,Arenoso,Invierno,Mediterráneo,425.6,11.6,17.17,28396.15
458,Arroz,94.94,Aspersión,4021.7,457.8,13.8,Volcánico,Otoño,Árido,660.8,23.8,28.21,589120.88
459,Trigo,113.4,Secano,1245.2,174.6,35.3,Arenoso,Verano,Templado,483.8,22.1,2.8,63433.13
460,Arroz,14.08,Lluvia,2746.1,492.6,3.1,Volcánico,Verano,Mediterráneo,1000.4,10.5,27.72,85864.55
461,Papa,155.33,Goteo,4412.4,113.3,42.0,Franco,Verano,Mediterráneo,977.6,6.8,21.12,820324.75
462,Maíz,91.2,Secano,3289.3,140.9,0.2,Volcánico,Otoño,Templado,734.2,23.1,9.99,163992.36
463,Algodón,105.35,Aspersión,2711.5,132.9,12.3,Franco,Otoño,Mediterráneo,448.1,27.9,1.42,22367.84
464,Café,88.71,Aspersión,1689.2,452.3,37.0,Arcilloso,Invierno,Mediterráneo,306.4,20.7,2.67,520598.19
465,Algodón,80.75,Aspersión,1731.7,344.4,15.8,Volcánico,Otoño,Templado,127.0,11.8,3.42,41396.6
466,Algodón,112.37,Goteo,3380.5,118.4,5.1,Arcilloso,Otoño,Templado,425.9,25.0,1.88,31647.61
467,Algodón,31.89,Secano,4971.3,248.1,18.0,Arenoso,Primavera,Tropical,495.8,7.4,4.68,22368.15
468,Trigo,37.2,Secano,3343.0,326.9,13.5,Franco,Invierno,Árido,811.0,18.3,14.05,104509.21
469,Arroz,172.5,Goteo,2833.1,87.6,42.1,Volcánico,Verano,Árido,789.8,9.9,2.24,85059.49
470,Cacao,189.28,Secano,3680.2,447.1,15.7,Arcilloso,Otoño,Templado,84.1,10.5,2.19,1035749.57
471,Papa,75.29,Goteo,2379.5,411.6,39.4,Franco,Verano,Templado,474.3,11.1,75.29,1417065.71
472,Tomate,54.88,Goteo,394.7,277.3,44.6,Franco,Verano,Mediterráneo,218.1,16.6,25.52,420079.45
473,Algodón,129.16,Goteo,2855.3,485.2,21.7,Arenoso,Primavera,Tropical,188.2,6.5,3.88,75266.45
474,Parchita,82.34,Aspersión,4792.4,238.0,45.5,Arenoso,Otoño,Tropical,992.8,16.9,46.86,1929302.38
475,Trigo,6.05,Secano,959.0,492.8,18.9,Franco,Invierno,Templado,50.3,20.4,18.4,22263.01
476,Café,32.07,Goteo,3481.0,350.6,48.2,Franco,Otoño,Mediterráneo,503.0,19.5,5.56,392236.76
477,Tomate,143.48,Secano,1084.6,335.6,4.5,Volcánico,Verano,Mediterráneo,201.8,16.5,39.59,1704100.9
478,Cacao,132.13,Aspersión,2725.6,124.7,34.4,Franco,Invierno,Árido,1055.2,30.2,0.69,229087.47
479,Parchita,6.39,Goteo,573.7,446.9,24.7,Volcánico,Otoño,Árido,668.4,9.4,75.6,241542.2
480,Cacao,45.17,Lluvia,2306.8,242.4,19.4,Franco,Verano,Mediterráneo,277.7,20.2,2.74,309205.38
481,Tomate,46.98,Aspersión,3805.2,123.0,31.6,Arenoso,Verano,Árido,602.9,6.9,65.06,917021.43
482,Algodón,134.71,Lluvia,1803.1,55.7,35.2,Volcánico,Primavera,Templado,877.8,7.1,0.37,7439.17
483,Parchita,4.92,Secano,3358.1,301.9,0.2,Arcilloso,Primavera,Mediterráneo,1149.7,22.2,67.65,166414.75
484,Cacao,21.72,Secano,3997.7,287.3,8.3,Arenoso,Primavera,Árido,264.5,22.0,2.51,136045.3
485,Café,160.18,Aspersión,4643.2,373.7,35.7,Volcánico,Verano,Tropical,1063.4,31.3,3.43,1208116.2
486,Arroz,36.53,Secano,1249.7,450.6,33.3,Volcánico,Otoño,Mediterráneo,1121.2,21.7,23.68,190277.46
487,Maíz,130.9,Lluvia,2056.6,85.7,48.3,Arcilloso,Primavera,Mediterráneo,1099.7,33.8,2.21,52030.79
488,Arroz,48.4,Goteo,846.8,379.2,38.1,Volcánico,Otoño,Tropical,762.5,6.5,11.75,125134.57
489,Tomate,20.79,Goteo,4963.2,134.3,47.5,Franco,Primavera,Templado,755.8,7.9,65.28,407157.82
490,Trigo,49.39,Goteo,4642.3,436.2,35.1,Arcilloso,Invierno,Tropical,483.9,6.3,21.52,212578.27
491,Maíz,144.73,Aspersión,2745.8,418.6,14.9,Arenoso,Invierno,Mediterráneo,902.9,10.6,12.3,320521.37
492,Papa,171.28,Secano,4226.0,293.4,5.3,Arenoso,Primavera,Templado,637.6,21.2,37.2,1593081.47
493,Café,166.21,Lluvia,2652.7,369.6,39.1,Franco,Verano,Árido,812.9,24.4,2.31,844390.6
494,Papa,80.04,Secano,3155.6,191.5,32.2,Arenoso,Primavera,Árido,514.1,6.4,42.29,846319.95
495,Parchita,133.95,Secano,536.7,262.0,2.4,Volcánico,Primavera,Árido,877.8,33.4,5.01,335621.86
496,Maíz,41.79,Secano,3800.8,419.7,18.0,Volcánico,Verano,Mediterráneo,989.4,30.3,23.3,175286.1
497,Papa,59.34,Goteo,725.8,256.7,47.8,Franco,Invierno,Tropical,175.7,13.9,16.85,250027.58
498,Papa,179.37,Lluvia,4147.7,211.0,25.0,Arenoso,Otoño,Templado,999.5,7.3,28.03,1256942.85
499,Cacao,3.59,Lluvia,3931.9,272.4,21.6,Arenoso,Primavera,Árido,648.4,10.1,2.28,20436.09
500,Arroz,18.02,Secano,3572.8,422.7,22.9,Franco,Verano,Templado,1013.6,8.8,27.94,110780.92
